0	-0.0043399426269531
64	0.091128801269531
128	0.17210056640625
192	0.22355657348633
256	0.30385893920898
320	0.40713363647461
384	0.47876012817383
448	0.55703134643555
512	0.6410887487793
576	0.70588794921875
640	0.80352538818359
704	0.86588458984375
768	0.91714889404297
832	1.0451135009766
896	1.1125761987305
960	1.1676235778809
1024	1.2633467346191
1088	1.3246941699219
1152	1.4324994445801
1216	1.4569724328613
1280	1.5327736730957
1344	1.6194759680176
1408	1.7244181921387
1472	1.7643805566406
1536	1.8824689575195
1600	1.9366691723633
1664	2.0281021142578
1728	2.1207420678711
1792	2.1963572619629
1856	2.2963351147461
1920	2.387181307373
1984	2.4648975195313
2048	2.5197591064453
2112	2.617238782959
2176	2.6127438146973
2240	2.7844224645996
2304	2.8397810388184
2368	2.9268919555664
2432	2.9861974389648
2496	3.0529510632324
2560	3.1061329077148
2624	3.2089822277832
2688	3.2364144372559
2752	3.357133729248
2816	3.4400410668945
2880	3.5747872424316
2944	3.6494640698242
3008	3.6303478356934
3072	3.7321361254883
3136	3.865148548584
3200	3.88040984375
3264	3.9808923425293
3328	4.1351022253418
3392	4.1997838696289
3456	4.2311920141602
3520	4.3054641772461
3584	4.324622598877
3648	4.3770783813477
3712	4.4758983105469
3776	4.6550552258301
3840	4.745522454834
3904	4.6947444873047
3968	4.8755808959961
4032	4.9253354931641
